228;Aloxe-Corton premier cru Les Guérets blanc;10
228;Aloxe-Corton premier cru Les Guérets rouge;10
229;Aloxe-Corton premier cru Les Maréchaudes blanc;10
229;Aloxe-Corton premier cru Les Maréchaudes rouge;10
230;Aloxe-Corton premier cru Les Moutottes blanc;10
230;Aloxe-Corton premier cru Les Moutottes rouge;10
231;Aloxe-Corton premier cru Les Paulands blanc;10
231;Aloxe-Corton premier cru Les Paulands rouge;10
232;Aloxe-Corton premier cru Les Petites Folières blanc;10
232;Aloxe-Corton premier cru Les Petites Folières rouge;10
233;Aloxe-Corton premier cru Les Valozières blanc;10
233;Aloxe-Corton premier cru Les Valozières rouge;10
234;Aloxe-Corton premier cru Les Vercots blanc;10
234;Aloxe-Corton premier cru Les Vercots rouge;10
235;Aloxe-Corton premier cru blanc;10
235;Aloxe-Corton premier cru rouge;10
236;Arbois blanc;22
236;Arbois rosé;22
236;Arbois rouge;22
236;Arbois vin de paille;22
236;Arbois vin jaune;22
237;Arbois Pupillin blanc;22
237;Arbois Pupillin rosé;22
237;Arbois Pupillin rouge;22
237;Arbois Pupillin vin de paille;22
237;Arbois Pupillin vin jaune;22
238;Auxey-Duresses blanc;10
238;Auxey-Duresses rouge ou Auxey-Duresses Côte de Beaune;10
239;Auxey-Duresses premier cru Bas des Duresses blanc;10
239;Auxey-Duresses premier cru Bas des Duresses rouge;10
240;Auxey-Duresses premier cru Climat du Val blanc;10
240;Auxey-Duresses premier cru Climat du Val rouge;10
241;Auxey-Duresses premier cru Clos du Val blanc;10
241;Auxey-Duresses premier cru Clos du Val rouge;10
242;Auxey-Duresses premier cru La Chapelle blanc;10
242;Auxey-Duresses premier cru La Chapelle rouge;10
243;Auxey-Duresses premier cru Les Bréterins blanc;10
243;Auxey-Duresses premier cru Les Bréterins rouge;10
244;Auxey-Duresses premier cru Les Duresses blanc;10
244;Auxey-Duresses premier cru Les Duresses rouge;10
245;Auxey-Duresses premier cru Les Ecussaux blanc;10
245;Auxey-Duresses premier cru Les Ecussaux rouge;10
246;Auxey-Duresses premier cru Les Grands Champs blanc;10
246;Auxey-Duresses premier cru Les Grands Champs rouge;10
247;Auxey-Duresses premier cru Reugne blanc;10
247;Auxey-Duresses premier cru Reugne rouge;10
248;Auxey-Duresses premier cru blanc;10
248;Auxey-Duresses premier cru rouge;10
249;Bâtard-Montrachet;10
250;Beaujolais blanc;10
250;Beaujolais rosé;10
250;Beaujolais rosé  nouveau ou primeur;10
250;Beaujolais rouge;10
250;Beaujolais rouge nouveau ou primeur;10
250;Beaujolais supérieur;10
251;Beaujolais Villages blanc;10
251;Beaujolais Villages rosé;10
251;Beaujolais Villages rosé nouveau ou primeur;10
251;Beaujolais Villages rouge;10
251;Beaujolais Villages rouge primeur ou nouveau;10
252;Beaujolais Beaujeu blanc;11
252;Beaujolais Beaujeu rosé;11
252;Beaujolais Beaujeu rosé nouveau ou primeur;11
252;Beaujolais Beaujeu rouge;11
252;Beaujolais Beaujeu rouge nouveau ou primeur;11
253;Beaujolais Blacé blanc;11
253;Beaujolais Blacé rosé;11
253;Beaujolais Blacé rosé nouveau ou primeur;11
253;Beaujolais Blacé rouge;11
253;Beaujolais Blacé rouge nouveau ou primeur;11
254;Beaujolais Cercié blanc;11
254;Beaujolais Cercié rosé;11
254;Beaujolais Cercié rosé nouveau ou primeur;11
254;Beaujolais Cercié rouge;11
254;Beaujolais Cercié rouge nouveau ou primeur;11
255;Beaujolais Chânes blanc;10
255;Beaujolais Chânes rosé;10
255;Beaujolais Chânes rosé nouveau ou primeur;10
255;Beaujolais Chânes rouge;10
255;Beaujolais Chânes rouge nouveau ou primeur;10
256;Beaujolais Charentay blanc;11
256;Beaujolais Charentay rosé;11
256;Beaujolais Charentay rosé nouveau ou primeur;11
256;Beaujolais Charentay rouge;11
256;Beaujolais Charentay rouge nouveau ou primeur;11
257;Beaujolais Denicé blanc;11
257;Beaujolais Denicé rosé;11
257;Beaujolais Denicé rosé nouveau ou primeur;11
257;Beaujolais Denicé rouge;11
257;Beaujolais Denicé rouge nouveau ou primeur;11
258;Beaujolais Emeringes blanc;11
258;Beaujolais Emeringes rosé;11
258;Beaujolais Emeringes rosé nouveau ou primeur;11
258;Beaujolais Emeringes rouge;11
258;Beaujolais Emeringes rouge nouveau ou primeur;11
259;Beaujolais Jullié blanc;11
259;Beaujolais Jullié rosé;11
259;Beaujolais Jullié rosé nouveau ou primeur;11
259;Beaujolais Jullié rouge;11
259;Beaujolais Jullié rouge nouveau ou primeur;11
260;Beaujolais La Chapelle-de-Guinchay blanc;10
260;Beaujolais La Chapelle-de-Guinchay rosé;10
260;Beaujolais La Chapelle-de-Guinchay rosé nouveau ou primeur;10
260;Beaujolais La Chapelle-de-Guinchay rouge;10
260;Beaujolais La Chapelle-de-Guinchay rouge nouveau ou primeur;10
261;Beaujolais Lancié blanc;11
261;Beaujolais Lancié rosé;11
261;Beaujolais Lancié rosé nouveau ou primeur;11
261;Beaujolais Lancié rouge;11
261;Beaujolais Lancié rouge nouveau ou primeur;11
262;Beaujolais Lantignié blanc;11
262;Beaujolais Lantignié rosé;11
262;Beaujolais Lantignié rosé nouveau ou primeur;11
262;Beaujolais Lantignié rouge;11
262;Beaujolais Lantignié rouge nouveau ou primeur;11
263;Beaujolais Le Perréon blanc;11
263;Beaujolais Le Perréon rosé;11
263;Beaujolais Le Perréon rosé nouveau ou primeur;11
263;Beaujolais Le Perréon rouge;11
263;Beaujolais Le Perréon rouge nouveau ou primeur;11
264;Beaujolais Les Ardillats blanc;11
264;Beaujolais Les Ardillats rosé;11
264;Beaujolais Les Ardillats rosé nouveau ou primeur;11
264;Beaujolais Les Ardillats rouge;11
264;Beaujolais Les Ardillats rouge nouveau ou primeur;11
265;Beaujolais Leynes blanc;10
265;Beaujolais Leynes rosé;10
265;Beaujolais Leynes rosé nouveau ou primeur;10
265;Beaujolais Leynes rouge;10
265;Beaujolais Leynes rouge nouveau ou primeur;10
266;Beaujolais Marchampt blanc;11
266;Beaujolais Marchampt rosé;11
266;Beaujolais Marchampt rosé nouveau ou primeur;11
266;Beaujolais Marchampt rouge;11
266;Beaujolais Marchampt rouge nouveau ou primeur;11
267;Beaujolais Montmelas-Saint-Sorlin blanc;11
267;Beaujolais Montmelas-Saint-Sorlin rosé;11
267;Beaujolais Montmelas-Saint-Sorlin rosé nouveau ou primeur;11
267;Beaujolais Montmelas-Saint-Sorlin rouge;11
267;Beaujolais Montmelas-Saint-Sorlin rouge nouveau ou primeur;11
268;Beaujolais Odenas blanc;11
268;Beaujolais Odenas rosé;11
268;Beaujolais Odenas rosé nouveau ou primeur;11
268;Beaujolais Odenas rouge;11
268;Beaujolais Odenas rouge nouveau ou primeur;11
269;Beaujolais Pruzilly blanc;10
269;Beaujolais Pruzilly rosé;10
269;Beaujolais Pruzilly rosé nouveau ou primeur;10
269;Beaujolais Pruzilly rouge;10
269;Beaujolais Pruzilly rouge nouveau ou primeur;10
270;Beaujolais Quincié-en-Beaujolais blanc;11
270;Beaujolais Quincié-en-Beaujolais rosé;11
270;Beaujolais Quincié-en-Beaujolais rosé nouveau ou primeur;11
270;Beaujolais Quincié-en-Beaujolais rouge;11
270;Beaujolais Quincié-en-Beaujolais rouge nouveau ou primeur;11
271;Beaujolais Rivolet blanc;11
271;Beaujolais Rivolet rosé;11
271;Beaujolais Rivolet rosé nouveau ou primeur;11
271;Beaujolais Rivolet rouge;11
271;Beaujolais Rivolet rouge nouveau ou primeur;11
272;Beaujolais Romanèche-Thorins blanc;10
272;Beaujolais Romanèche-Thorins rosé;10
272;Beaujolais Romanèche-Thorins rosé nouveau ou primeur;10
272;Beaujolais Romanèche-Thorins rouge;10
272;Beaujolais Romanèche-Thorins rouge nouveau ou primeur;10
273;Beaujolais Saint-Didier-sur-Beaujeu blanc;11
273;Beaujolais Saint-Didier-sur-Beaujeu rosé;11
273;Beaujolais Saint-Didier-sur-Beaujeu rosé nouveau ou primeur;11
273;Beaujolais Saint-Didier-sur-Beaujeu rouge;11
273;Beaujolais Saint-Didier-sur-Beaujeu rouge nouveau ou primeur;11
274;Beaujolais Saint-Etienne-des-Oullières blanc;11
274;Beaujolais Saint-Etienne-des-Oullières rosé;11
274;Beaujolais Saint-Etienne-des-Oullières rosé nouveau ou primeur;11
274;Beaujolais Saint-Etienne-des-Oullières rouge;11
274;Beaujolais Saint-Etienne-des-Oullières rouge nouveau ou primeur;11
275;Beaujolais Saint-Etienne-la-Varenne blanc;11
275;Beaujolais Saint-Etienne-la-Varenne rosé;11
275;Beaujolais Saint-Etienne-la-Varenne rosé nouveau ou primeur;11
275;Beaujolais Saint-Etienne-la-Varenne rouge;11
275;Beaujolais Saint-Etienne-la-Varenne rouge nouveau ou primeur;11
276;Beaujolais Saint-Julien blanc;11
276;Beaujolais Saint-Julien rosé;11
276;Beaujolais Saint-Julien rosé nouveau ou primeur;11
276;Beaujolais Saint-Julien rouge;11
276;Beaujolais Saint-Julien rouge nouveau ou primeur;11
277;Beaujolais Saint-Lager blanc;11
277;Beaujolais Saint-Lager rosé;11
277;Beaujolais Saint-Lager rosé nouveau ou primeur;11
277;Beaujolais Saint-Lager rouge;11
277;Beaujolais Saint-Lager rouge nouveau ou primeur;11
278;Beaujolais Saint-Symphorien-d\'Ancelles blanc;10
278;Beaujolais Saint-Symphorien-d\'Ancelles rosé;10
278;Beaujolais Saint-Symphorien-d\'Ancelles rosé nouveau ou primeur;10
278;Beaujolais Saint-Symphorien-d\'Ancelles rouge;10
278;Beaujolais Saint-Symphorien-d\'Ancelles rouge nouveau ou primeur;10
279;Beaujolais Salles-Arbuissonnas-en-Beaujolais blanc;11
279;Beaujolais Salles-Arbuissonnas-en-Beaujolais rosé;11
279;Beaujolais Salles-Arbuissonnas-en-Beaujolais rosé nouveau ou primeur;11
279;Beaujolais Salles-Arbuissonnas-en-Beaujolais rouge;11
279;Beaujolais Salles-Arbuissonnas-en-Beaujolais rouge nouveau ou primeur;11
280;Beaujolais Vaux-en-Beaujolais blanc;11
280;Beaujolais Vaux-en-Beaujolais rosé;11
280;Beaujolais Vaux-en-Beaujolais rosé nouveau ou primeur;11
280;Beaujolais Vaux-en-Beaujolais rouge;11
280;Beaujolais Vaux-en-Beaujolais rouge nouveau ou primeur;11
281;Beaujolais Vauxrenard blanc;11
281;Beaujolais Vauxrenard rosé;11
281;Beaujolais Vauxrenard rosé nouveau ou primeur;11
281;Beaujolais Vauxrenard rouge;11
281;Beaujolais Vauxrenard rouge nouveau ou primeur;11
282;Beaune;10
282;Beaune rouge;10
283;Beaune premier cru A l'Ecu blanc;10
283;Beaune premier cru A l'Ecu rouge;10
284;Beaune premier cru Aux Coucherias blanc;10
284;Beaune premier cru Aux Coucherias rouge;10
285;Beaune premier cru Aux Cras blanc;10
285;Beaune premier cru Aux Cras rouge;10
286;Beaune premier cru Belissand blanc;10
286;Beaune premier cru Belissand rouge;10
287;Beaune premier cru Blanches Fleurs blanc;10
287;Beaune premier cru Blanches Fleurs rouge;10
288;Beaune premier cru Champs Pimont blanc;10
288;Beaune premier cru Champs Pimont rouge;10
289;Beaune premier cru Clos Saint-Landry blanc;10
289;Beaune premier cru Clos Saint-Landry rouge;10
290;Beaune premier cru Clos de l'Ecu blanc;10
290;Beaune premier cru Clos de l'Ecu rouge;10
291;Beaune premier cru Clos de la Feguine blanc;10
291;Beaune premier cru Clos de la Feguine rouge;10
292;Beaune premier cru Clos de la Mousse blanc;10
292;Beaune premier cru Clos de la Mousse rouge;10
293;Beaune premier cru Clos des Avaux blanc;10
293;Beaune premier cru Clos des Avaux rouge;10
294;Beaune premier cru Clos des Ursules blanc;10
294;Beaune premier cru Clos des Ursules rouge;10
295;Beaune premier cru Clos du Roi blanc;10
295;Beaune premier cru Clos du Roi rouge;10
296;Beaune premier cru En Genêt blanc;10
296;Beaune premier cru En Genêt rouge;10
297;Beaune premier cru En l'Orme blanc;10
297;Beaune premier cru En l'Orme rouge;10
298;Beaune premier cru La Mignotte blanc;10
298;Beaune premier cru La Mignotte rouge;10
299;Beaune premier cru Le Bas des Teurons blanc;10
299;Beaune premier cru Le Bas des Teurons rouge;10
300;Beaune premier cru Le Clos des Mouches blanc;10
300;Beaune premier cru Le Clos des Mouches rouge;10
301;Beaune premier cru Les Aigrots blanc;10
301;Beaune premier cru Les Aigrots rouge;10
302;Beaune premier cru Les Avaux blanc;10
302;Beaune premier cru Les Avaux rouge;10
303;Beaune premier cru Les Boucherottes blanc;10
303;Beaune premier cru Les Boucherottes rouge;10
304;Beaune premier cru Les Bressandes blanc;10
304;Beaune premier cru Les Bressandes rouge;10
305;Beaune premier cru Les Cents Vignes blanc;10
305;Beaune premier cru Les Cents Vignes rouge;10
306;Beaune premier cru Les Chouacheux blanc;10
306;Beaune premier cru Les Chouacheux rouge;10
307;Beaune premier cru Les Epenotes blanc;10
307;Beaune premier cru Les Epenotes rouge;10
308;Beaune premier cru Les Fèves blanc;10
308;Beaune premier cru Les Fèves rouge;10
309;Beaune premier cru Les Grèves blanc;10
309;Beaune premier cru Les Grèves rouge;10
310;Beaune premier cru Les Marconnets blanc;10
310;Beaune premier cru Les Marconnets rouge;10
311;Beaune premier cru Les Montrevenots blanc;10
311;Beaune premier cru Les Montrevenots rouge;10
312;Beaune premier cru Les Perrières blanc;10
312;Beaune premier cru Les Perrières rouge;10
313;Beaune premier cru Les Reversés blanc;10
313;Beaune premier cru Les Reversés rouge;10
314;Beaune premier cru Les Sceaux blanc;10
314;Beaune premier cru Les Sceaux rouge;10
315;Beaune premier cru Les Seurey blanc;10
315;Beaune premier cru Les Seurey rouge;10
316;Beaune premier cru Les Sizies blanc;10
316;Beaune premier cru Les Sizies rouge;10
317;Beaune premier cru Les Teurons blanc;10
317;Beaune premier cru Les Teurons rouge;10
318;Beaune premier cru Les Toussaints blanc;10
318;Beaune premier cru Les Toussaints rouge;10
319;Beaune premier cru Les Tuvilains blanc;10
319;Beaune premier cru Les Tuvilains rouge;10
320;Beaune premier cru Les Vignes Franches blanc;10
320;Beaune premier cru Les Vignes Franches rouge;10
321;Beaune premier cru Montée Rouge blanc;10
321;Beaune premier cru Montée Rouge rouge;10
322;Beaune premier cru Pertuisots blanc;10
322;Beaune premier cru Pertuisots rouge;10
323;Beaune premier cru Sur les Grèves blanc;10
323;Beaune premier cru Sur les Grèves rouge;10
324;Beaune premier cru Sur les Grèves - Clos Saint-Anne blanc;10
324;Beaune premier cru Sur les Grèves - Clos Saint-Anne rouge;10
325;Beaune premier cru blanc;10
325;Beaune premier cru rouge;10
326;Bienvenues-Bâtard-Montrachet;10
327;Blagny ou Blagny Côte de Beaune;10
328;Blagny premier cru Hameau de Blagny;10
329;Blagny premier cru La Garenne ou sur la Garenne;10
330;Blagny premier cru La Jeunellotte;10
331;Blagny premier cru La Pièce sous le Bois;10
332;Blagny premier cru Sous Blagny;10
333;Blagny premier cru Sous le Dos d'Ane;10
334;Blagny premier cru Sous le Puits;10
335;Blagny premier cru;10
336;Bonnes-Mares;10
338;Bourgogne Hautes Côtes de Beaune blanc;10
338;Bourgogne Hautes Côtes de Beaune clairet ou rosé;10
338;Bourgogne Hautes Côtes de Beaune rouge;10
339;Bourgogne Hautes Côtes de Nuits blanc;10
339;Bourgogne Hautes Côtes de Nuits clairet ou rosé;10
339;Bourgogne Hautes Côtes de Nuits rouge;10
340;Bourgogne Côte Chalonnaise blanc;10
340;Bourgogne Côte Chalonnaise clairet ou rosé;10
340;Bourgogne Côte Chalonnaise rouge;10
341;Bourgogne Côtes d'Auxerre blanc;10
341;Bourgogne Côtes d'Auxerre clairet ou rosé;10
341;Bourgogne Côtes d'Auxerre rouge;10
342;Bourgogne Chitry blanc;10
342;Bourgogne Chitry clairet ou rosé;10
342;Bourgogne Chitry rouge;10
343;Bourgogne Coulanges-la-Vineuse blanc;10
343;Bourgogne Coulanges-la-Vineuse clairet ou rosé;10
343;Bourgogne Coulanges-la-Vineuse rouge;10
344;Bourgogne Epineuil clairet ou rosé;10
344;Bourgogne Epineuil rouge;10
346;Bourgogne La Chapelle Notre-Dame blanc;10
346;Bourgogne La Chapelle Notre-Dame clairet ou rosé;10
346;Bourgogne La Chapelle Notre-Dame rouge;10
347;Bourgogne Le Chapitre blanc;10
347;Bourgogne Le Chapitre clairet ou rosé;10
347;Bourgogne Le Chapitre rouge;10
348;Bourgogne Montrecul ou Montre-Cul ou En Montre-Cul blanc;10
348;Bourgogne Montrecul ou Montre-Cul ou En Montre-Cul clairet ou rosé;10
348;Bourgogne Montrecul ou Montre-Cul ou En Montre-Cul rouge;10
349;Bourgogne Côte Saint-Jacques blanc;10
349;Bourgogne Côte Saint-Jacques clairet ou rosé;10
349;Bourgogne Côte Saint-Jacques rouge;10
350;Bourgogne Vézelay;10
351;Bourgogne Côtes du Couchois;10
354;Brouilly ou Brouilly cru du Beaujolais;11
356;Chablis;10
357;Chablis premier cru Beauroy;10
358;Chablis premier cru Berdiot;10
359;Chablis premier cru Beugnons;10
360;Chablis premier cru Butteaux;10
361;Chablis premier cru Chapelot;10
362;Chablis premier cru Chatains;10
363;Chablis premier cru Chaume de Talvat;10
364;Chablis premier cru Côte de Bréchain;10
365;Chablis premier cru Côte de Cuisy;10
366;Chablis premier cru Côte de Fontenay;10
367;Chablis premier cru Côte de Jouan;10
368;Chablis premier cru Côte de Léchet;10
369;Chablis premier cru Côte de Savant;10
370;Chablis premier cru Côte de Vaubarousse;10
371;Chablis premier cru Côte des Prés-Girots;10
372;Chablis premier cru Forêts;10
373;Chablis premier cru Fourchaume;10
374;Chablis premier cru L'Homme Mort;10
375;Chablis premier cru Les Beauregards;10
376;Chablis premier cru Les Epinottes;10
377;Chablis premier cru Les Fourneaux;10
378;Chablis premier cru Les Lys;10
379;Chablis premier cru Mont de Milieu;10
380;Chablis premier cru Montmains;10
381;Chablis premier cru Montée de Tonnerre;10
382;Chablis premier cru Morein;10
383;Chablis premier cru Mélinots;10
384;Chablis premier cru Pied d'Aloup;10
385;Chablis premier cru Roncières;10
386;Chablis premier cru Sécher;10
387;Chablis premier cru Troesmes;10
388;Chablis premier cru Vaillons;10
389;Chablis premier cru Vau Ligneau;10
390;Chablis premier cru Vau de Vey;10
391;Chablis premier cru Vaucoupin;10
392;Chablis premier cru Vaugiraut;10
393;Chablis premier cru Vaulorent;10
394;Chablis premier cru Vaupulent;10
395;Chablis premier cru Vaux Ragons;10
396;Chablis premier cru Vosgros;10
397;Chablis premier cru;10
398;Chablis Grand Cru;10
399;Chablis Grand Cru Blanchot;10
400;Chablis Grand Cru Bougros;10
401;Chablis Grand Cru Grenouilles;10
402;Chablis Grand Cru Les Clos;10
403;Chablis Grand Cru Preuses;10
404;Chablis Grand Cru Valmur;10
405;Chablis Grand Cru Vaudésir;10
406;Chambertin;10
407;Chambertin-Clos de Bèze;10
408;Chambolle-Musigny;10
409;Chambolle-Musigny premier cru Aux Beaux Bruns;10
410;Chambolle-Musigny premier cru Aux Combottes;10
411;Chambolle-Musigny premier cru Aux Echanges;10
412;Chambolle-Musigny premier cru Derrière la Grange;10
413;Chambolle-Musigny premier cru La Combe d'Orveau;10
414;Chambolle-Musigny premier cru Les Amoureuses;10
415;Chambolle-Musigny premier cru Les Baudes;10
416;Chambolle-Musigny premier cru Les Borniques;10
417;Chambolle-Musigny premier cru Les Carrières;10
418;Chambolle-Musigny premier cru Les Chabiots;10
419;Chambolle-Musigny premier cru Les Charmes;10
420;Chambolle-Musigny premier cru Les Chatelots;10
421;Chambolle-Musigny premier cru Les Combottes;10
422;Chambolle-Musigny premier cru Les Cras;10
423;Chambolle-Musigny premier cru Les Feusselottes ou Les Feusselotes;10
424;Chambolle-Musigny premier cru Les Fuées;10
425;Chambolle-Musigny premier cru Les Groseilles;10
426;Chambolle-Musigny premier cru Les Gruenchers;10
427;Chambolle-Musigny premier cru Les Hauts Doix;10
428;Chambolle-Musigny premier cru Les Lavrottes;10
429;Chambolle-Musigny premier cru Les Noirots;10
430;Chambolle-Musigny premier cru Les Plantes;10
431;Chambolle-Musigny premier cru Les Sentiers;10
432;Chambolle-Musigny premier cru Les Véroilles;10
433;Chambolle-Musigny premier cru;10
434;Chapelle-Chambertin;10
436;Charmes-Chambertin;10
