aoc-147;Coteaux du Loir rose;8
aoc-148;Coteaux du Loir rouge;8
aoc-149;Cremant de Loire blanc;18
aoc-150;Cremant de Loire rose;18
aoc-151;Jasnieres;8
aoc-152;Menetou-Salon blanc;9
aoc-153;Menetou-Salon rose;9
aoc-154;Menetou-Salon rouge;9
aoc-155;Montlouis-sur-Loire;9
aoc-156;Montlouis-sur-Loire mousseux;9
aoc-157;Montlouis-sur-Loire petillant;9
aoc-158;Muscadet Cotes de Grandlieu;8
aoc-159;Muscadet Cotes de Grandlieu sur lie;8
aoc-160;Muscadet Sevre et Maine;8
aoc-161;Muscadet Sevre et Maine sur lie;8
aoc-162;Pouilly-Fume ou Blanc Fume de Pouilly;10
aoc-163;Pouilly-sur-Loire;10
aoc-164;Quarts de Chaume;8
aoc-165;Quincy;9
aoc-166;Reuilly blanc;9
aoc-167;Reuilly rose;9
aoc-168;Reuilly rouge;9
aoc-169;Rose de Loire;18
aoc-170;Saint-Nicolas-de-Bourgueil rose;9
aoc-171;Saint-Nicolas-de-Bourgueil rouge;9
aoc-172;Sancerre blanc;9
aoc-173;Sancerre rose;9
aoc-174;Sancerre rouge;9
aoc-175;Saumur blanc;18
aoc-176;Saumur rouge;18
aoc-177;Saumur mousseux blanc;18
aoc-178;Saumur mousseux rose;18
aoc-179;Savennieres;8
aoc-180;Savennieres demi-sec;8
aoc-181;Savennieres moelleux ou doux;8
aoc-182;Savennieres Roche aux Moines;8
aoc-183;Savennieres Roche aux Moines moelleux ou doux;8
aoc-184;Touraine Amboise blanc;9
aoc-185;Touraine Amboise rose;9
aoc-186;Touraine Amboise rouge;9
aoc-187;Touraine Azay-le-Rideau blanc;9
aoc-188;Touraine Azay-le-Rideau rose;9
aoc-189;Vouvray;9
aoc-190;Vouvray mousseux;9
aoc-191;Vouvray petillant;9
aoc-192;Saumur-Champigny;8
aoc-193;Touraine Noble Joue;9
aoc-194;Anjou Villages Brissac;8
aoc-195;Coteaux du Giennois blanc;10
aoc-196;Coteaux du Giennois rose;10
aoc-197;Coteaux du Giennois rouge;10
aoc-198;Aloxe-Corton;10
aoc-199;Aloxe-Corton rouge;10
aoc-200;Aloxe-Corton premier cru Clos des Marechaudes blanc;10
aoc-201;Aloxe-Corton premier cru Clos des Marechaudes rouge;10
aoc-202;Aloxe-Corton premier cru Clos du Chapitre blanc;10
aoc-203;Aloxe-Corton premier cru Clos du Chapitre rouge;10
aoc-204;Aloxe-Corton premier cru La Coutiere blanc;10
aoc-205;Aloxe-Corton premier cru La Coutiere rouge;10
aoc-206;Aloxe-Corton premier cru La Marechaude blanc;10
aoc-207;Aloxe-Corton premier cru La Marechaude rouge;10
aoc-208;Aloxe-Corton premier cru La Toppe au Vert blanc;10
aoc-209;Aloxe-Corton premier cru La Toppe au Vert rouge;10
aoc-210;Aloxe-Corton premier cru Les Chaillots blanc;10
aoc-211;Aloxe-Corton premier cru Les Chaillots rouge;10
aoc-212;Aloxe-Corton premier cru Les Fournieres blanc;10
aoc-213;Aloxe-Corton premier cru Les Fournieres rouge;10
aoc-214;Aloxe-Corton premier cru Les Guerets blanc;10
aoc-215;Aloxe-Corton premier cru Les Guerets rouge;10
aoc-216;Aloxe-Corton premier cru Les Marechaudes blanc;10
aoc-217;Aloxe-Corton premier cru Les Marechaudes rouge;10
aoc-218;Aloxe-Corton premier cru Les Moutottes blanc;10
aoc-219;Aloxe-Corton premier cru Les Moutottes rouge;10
aoc-220;Aloxe-Corton premier cru Les Paulands blanc;10
aoc-221;Aloxe-Corton premier cru Les Paulands rouge;10
aoc-222;Aloxe-Corton premier cru Les Petites Folieres blanc;10
aoc-223;Aloxe-Corton premier cru Les Petites Folieres rouge;10
aoc-224;Aloxe-Corton premier cru Les Valozieres blanc;10
aoc-225;Aloxe-Corton premier cru Les Valozieres rouge;10
aoc-226;Aloxe-Corton premier cru Les Vercots blanc;10
aoc-227;Aloxe-Corton premier cru Les Vercots rouge;10
aoc-228;Aloxe-Corton premier cru blanc;10
aoc-229;Aloxe-Corton premier cru rouge;10
aoc-230;Arbois blanc;22
aoc-231;Arbois rose;22
aoc-232;Arbois rouge;22
aoc-233;Arbois vin de paille;22
aoc-234;Arbois vin jaune;22
aoc-235;Arbois Pupillin blanc;22
aoc-236;Arbois Pupillin rose;22
aoc-237;Arbois Pupillin rouge;22
aoc-238;Arbois Pupillin vin de paille;22
aoc-239;Arbois Pupillin vin jaune;22
aoc-240;Auxey-Duresses blanc;10
aoc-241;Auxey-Duresses rouge ou Auxey-Duresses Cote de Beaune;10
aoc-242;Auxey-Duresses premier cru Bas des Duresses blanc;10
aoc-243;Auxey-Duresses premier cru Bas des Duresses rouge;10
aoc-244;Auxey-Duresses premier cru Climat du Val blanc;10
aoc-245;Auxey-Duresses premier cru Climat du Val rouge;10
aoc-246;Auxey-Duresses premier cru Clos du Val blanc;10
aoc-247;Auxey-Duresses premier cru Clos du Val rouge;10
aoc-248;Auxey-Duresses premier cru La Chapelle blanc;10
aoc-249;Auxey-Duresses premier cru La Chapelle rouge;10
aoc-250;Auxey-Duresses premier cru Les Breterins blanc;10
aoc-251;Auxey-Duresses premier cru Les Breterins rouge;10
aoc-252;Auxey-Duresses premier cru Les Duresses blanc;10
aoc-253;Auxey-Duresses premier cru Les Duresses rouge;10
aoc-254;Auxey-Duresses premier cru Les Ecussaux blanc;10
aoc-255;Auxey-Duresses premier cru Les Ecussaux rouge;10
aoc-256;Auxey-Duresses premier cru Les Grands Champs blanc;10
aoc-257;Auxey-Duresses premier cru Les Grands Champs rouge;10
aoc-258;Auxey-Duresses premier cru Reugne blanc;10
aoc-259;Auxey-Duresses premier cru Reugne rouge;10
aoc-260;Auxey-Duresses premier cru blanc;10
aoc-261;Auxey-Duresses premier cru rouge;10
aoc-262;Bâtard-Montrachet;10
aoc-263;Beaujolais blanc;10
aoc-264;Beaujolais rose;10
aoc-265;Beaujolais rose  nouveau ou primeur;10
aoc-266;Beaujolais rouge;10
aoc-267;Beaujolais rouge nouveau ou primeur;10
aoc-268;Beaujolais superieur;10
aoc-269;Beaujolais Villages blanc;10
aoc-270;Beaujolais Villages rose;10
aoc-271;Beaujolais Villages rose nouveau ou primeur;10
aoc-272;Beaujolais Villages rouge;10
aoc-273;Beaujolais Villages rouge primeur ou nouveau;10
aoc-274;Beaujolais Beaujeu blanc;11
aoc-275;Beaujolais Beaujeu rose;11
aoc-276;Beaujolais Beaujeu rose nouveau ou primeur;11
aoc-277;Beaujolais Beaujeu rouge;11
aoc-278;Beaujolais Beaujeu rouge nouveau ou primeur;11
aoc-279;Beaujolais Blace blanc;11
aoc-280;Beaujolais Blace rose;11
aoc-281;Beaujolais Blace rose nouveau ou primeur;11
aoc-282;Beaujolais Blace rouge;11
aoc-283;Beaujolais Blace rouge nouveau ou primeur;11
aoc-284;Beaujolais Cercie blanc;11
aoc-285;Beaujolais Cercie rose;11
aoc-286;Beaujolais Cercie rose nouveau ou primeur;11
aoc-287;Beaujolais Cercie rouge;11
aoc-288;Beaujolais Cercie rouge nouveau ou primeur;11
aoc-289;Beaujolais Chânes blanc;10
aoc-290;Beaujolais Chânes rose;10
aoc-291;Beaujolais Chânes rose nouveau ou primeur;10
aoc-292;Beaujolais Chânes rouge;10
aoc-293;Beaujolais Chânes rouge nouveau ou primeur;10
aoc-294;Beaujolais Charentay blanc;11
aoc-295;Beaujolais Charentay rose;11
aoc-296;Beaujolais Charentay rose nouveau ou primeur;11
aoc-297;Beaujolais Charentay rouge;11
aoc-298;Beaujolais Charentay rouge nouveau ou primeur;11
aoc-299;Beaujolais Denice blanc;11
aoc-300;Beaujolais Denice rose;11
aoc-301;Beaujolais Denice rose nouveau ou primeur;11
aoc-302;Beaujolais Denice rouge;11
aoc-303;Beaujolais Denice rouge nouveau ou primeur;11
aoc-304;Beaujolais Emeringes blanc;11
aoc-305;Beaujolais Emeringes rose;11
aoc-306;Beaujolais Emeringes rose nouveau ou primeur;11
aoc-307;Beaujolais Emeringes rouge;11
aoc-308;Beaujolais Emeringes rouge nouveau ou primeur;11
aoc-309;Beaujolais Jullie blanc;11
aoc-310;Beaujolais Jullie rose;11
aoc-311;Beaujolais Jullie rose nouveau ou primeur;11
aoc-312;Beaujolais Jullie rouge;11
aoc-313;Beaujolais Jullie rouge nouveau ou primeur;11
aoc-314;Beaujolais La Chapelle-de-Guinchay blanc;10
aoc-315;Beaujolais La Chapelle-de-Guinchay rose;10
aoc-316;Beaujolais La Chapelle-de-Guinchay rose nouveau ou primeur;10
aoc-317;Beaujolais La Chapelle-de-Guinchay rouge;10
aoc-318;Beaujolais La Chapelle-de-Guinchay rouge nouveau ou primeur;10
aoc-319;Beaujolais Lancie blanc;11
aoc-320;Beaujolais Lancie rose;11
aoc-321;Beaujolais Lancie rose nouveau ou primeur;11
aoc-322;Beaujolais Lancie rouge;11
aoc-323;Beaujolais Lancie rouge nouveau ou primeur;11
aoc-324;Beaujolais Lantignie blanc;11
aoc-325;Beaujolais Lantignie rose;11
aoc-326;Beaujolais Lantignie rose nouveau ou primeur;11
aoc-327;Beaujolais Lantignie rouge;11
aoc-328;Beaujolais Lantignie rouge nouveau ou primeur;11
aoc-329;Beaujolais Le Perreon blanc;11
aoc-330;Beaujolais Le Perreon rose;11
aoc-331;Beaujolais Le Perreon rose nouveau ou primeur;11
aoc-332;Beaujolais Le Perreon rouge;11
aoc-333;Beaujolais Le Perreon rouge nouveau ou primeur;11
aoc-334;Beaujolais Les Ardillats blanc;11
aoc-335;Beaujolais Les Ardillats rose;11
aoc-336;Beaujolais Les Ardillats rose nouveau ou primeur;11
aoc-337;Beaujolais Les Ardillats rouge;11
aoc-338;Beaujolais Les Ardillats rouge nouveau ou primeur;11
aoc-339;Beaujolais Leynes blanc;10
aoc-340;Beaujolais Leynes rose;10
aoc-341;Beaujolais Leynes rose nouveau ou primeur;10
aoc-342;Beaujolais Leynes rouge;10
aoc-343;Beaujolais Leynes rouge nouveau ou primeur;10
aoc-344;Beaujolais Marchampt blanc;11
aoc-345;Beaujolais Marchampt rose;11
aoc-346;Beaujolais Marchampt rose nouveau ou primeur;11
aoc-347;Beaujolais Marchampt rouge;11
aoc-348;Beaujolais Marchampt rouge nouveau ou primeur;11
aoc-349;Beaujolais Montmelas-Saint-Sorlin blanc;11
aoc-350;Beaujolais Montmelas-Saint-Sorlin rose;11
aoc-351;Beaujolais Montmelas-Saint-Sorlin rose nouveau ou primeur;11
aoc-352;Beaujolais Montmelas-Saint-Sorlin rouge;11
aoc-353;Beaujolais Montmelas-Saint-Sorlin rouge nouveau ou primeur;11
aoc-354;Beaujolais Odenas blanc;11
aoc-355;Beaujolais Odenas rose;11
aoc-356;Beaujolais Odenas rose nouveau ou primeur;11
aoc-357;Beaujolais Odenas rouge;11
aoc-358;Beaujolais Odenas rouge nouveau ou primeur;11
aoc-359;Beaujolais Pruzilly blanc;10
aoc-360;Beaujolais Pruzilly rose;10
aoc-361;Beaujolais Pruzilly rose nouveau ou primeur;10
aoc-362;Beaujolais Pruzilly rouge;10
aoc-363;Beaujolais Pruzilly rouge nouveau ou primeur;10
aoc-364;Beaujolais Quincie-en-Beaujolais blanc;11
aoc-365;Beaujolais Quincie-en-Beaujolais rose;11
aoc-366;Beaujolais Quincie-en-Beaujolais rose nouveau ou primeur;11
aoc-367;Beaujolais Quincie-en-Beaujolais rouge;11
aoc-368;Beaujolais Quincie-en-Beaujolais rouge nouveau ou primeur;11
aoc-369;Beaujolais Rivolet blanc;11
aoc-370;Beaujolais Rivolet rose;11
aoc-371;Beaujolais Rivolet rose nouveau ou primeur;11
aoc-372;Beaujolais Rivolet rouge;11
aoc-373;Beaujolais Rivolet rouge nouveau ou primeur;11
aoc-374;Beaujolais Romaneche-Thorins blanc;10
aoc-375;Beaujolais Romaneche-Thorins rose;10
aoc-376;Beaujolais Romaneche-Thorins rose nouveau ou primeur;10
aoc-377;Beaujolais Romaneche-Thorins rouge;10
aoc-378;Beaujolais Romaneche-Thorins rouge nouveau ou primeur;10
aoc-379;Beaujolais Saint-Didier-sur-Beaujeu blanc;11
aoc-380;Beaujolais Saint-Didier-sur-Beaujeu rose;11
aoc-381;Beaujolais Saint-Didier-sur-Beaujeu rose nouveau ou primeur;11
aoc-382;Beaujolais Saint-Didier-sur-Beaujeu rouge;11
aoc-383;Beaujolais Saint-Didier-sur-Beaujeu rouge nouveau ou primeur;11
aoc-384;Beaujolais Saint-Etienne-des-Oullieres blanc;11
aoc-385;Beaujolais Saint-Etienne-des-Oullieres rose;11
aoc-386;Beaujolais Saint-Etienne-des-Oullieres rose nouveau ou primeur;11
aoc-387;Beaujolais Saint-Etienne-des-Oullieres rouge;11
aoc-388;Beaujolais Saint-Etienne-des-Oullieres rouge nouveau ou primeur;11
aoc-389;Beaujolais Saint-Etienne-la-Varenne blanc;11
aoc-390;Beaujolais Saint-Etienne-la-Varenne rose;11
aoc-391;Beaujolais Saint-Etienne-la-Varenne rose nouveau ou primeur;11
aoc-392;Beaujolais Saint-Etienne-la-Varenne rouge;11
aoc-393;Beaujolais Saint-Etienne-la-Varenne rouge nouveau ou primeur;11
aoc-394;Beaujolais Saint-Julien blanc;11
aoc-395;Beaujolais Saint-Julien rose;11
aoc-396;Beaujolais Saint-Julien rose nouveau ou primeur;11
aoc-397;Beaujolais Saint-Julien rouge;11
aoc-398;Beaujolais Saint-Julien rouge nouveau ou primeur;11
aoc-399;Beaujolais Saint-Lager blanc;11
aoc-400;Beaujolais Saint-Lager rose;11
aoc-401;Beaujolais Saint-Lager rose nouveau ou primeur;11
aoc-402;Beaujolais Saint-Lager rouge;11
aoc-403;Beaujolais Saint-Lager rouge nouveau ou primeur;11
aoc-404;Beaujolais Saint-Symphorien-d\'Ancelles blanc;10
aoc-405;Beaujolais Saint-Symphorien-d\'Ancelles rose;10
aoc-406;Beaujolais Saint-Symphorien-d\'Ancelles rose nouveau ou primeur;10
aoc-407;Beaujolais Saint-Symphorien-d\'Ancelles rouge;10
aoc-408;Beaujolais Saint-Symphorien-d\'Ancelles rouge nouveau ou primeur;10
aoc-409;Beaujolais Salles-Arbuissonnas-en-Beaujolais blanc;11
aoc-410;Beaujolais Salles-Arbuissonnas-en-Beaujolais rose;11
aoc-411;Beaujolais Salles-Arbuissonnas-en-Beaujolais rose nouveau ou primeur;11
aoc-412;Beaujolais Salles-Arbuissonnas-en-Beaujolais rouge;11
aoc-413;Beaujolais Salles-Arbuissonnas-en-Beaujolais rouge nouveau ou primeur;11
aoc-414;Beaujolais Vaux-en-Beaujolais blanc;11
aoc-415;Beaujolais Vaux-en-Beaujolais rose;11
aoc-416;Beaujolais Vaux-en-Beaujolais rose nouveau ou primeur;11
aoc-417;Beaujolais Vaux-en-Beaujolais rouge;11
aoc-418;Beaujolais Vaux-en-Beaujolais rouge nouveau ou primeur;11
aoc-419;Beaujolais Vauxrenard blanc;11
aoc-420;Beaujolais Vauxrenard rose;11
aoc-421;Beaujolais Vauxrenard rose nouveau ou primeur;11
aoc-422;Beaujolais Vauxrenard rouge;11
aoc-423;Beaujolais Vauxrenard rouge nouveau ou primeur;11
aoc-424;Beaune;10
aoc-425;Beaune rouge;10
aoc-426;Beaune premier cru A l'Ecu blanc;10
aoc-427;Beaune premier cru A l'Ecu rouge;10
aoc-428;Beaune premier cru Aux Coucherias blanc;10
aoc-429;Beaune premier cru Aux Coucherias rouge;10
aoc-430;Beaune premier cru Aux Cras blanc;10
aoc-431;Beaune premier cru Aux Cras rouge;10
aoc-432;Beaune premier cru Belissand blanc;10
aoc-433;Beaune premier cru Belissand rouge;10
aoc-434;Beaune premier cru Blanches Fleurs blanc;10
aoc-435;Beaune premier cru Blanches Fleurs rouge;10
aoc-436;Beaune premier cru Champs Pimont blanc;10
aoc-437;Beaune premier cru Champs Pimont rouge;10
aoc-438;Beaune premier cru Clos Saint-Landry blanc;10
aoc-439;Beaune premier cru Clos Saint-Landry rouge;10
aoc-440;Beaune premier cru Clos de l'Ecu blanc;10
aoc-441;Beaune premier cru Clos de l'Ecu rouge;10
aoc-442;Beaune premier cru Clos de la Feguine blanc;10
aoc-443;Beaune premier cru Clos de la Feguine rouge;10
aoc-444;Beaune premier cru Clos de la Mousse blanc;10
aoc-445;Beaune premier cru Clos de la Mousse rouge;10
aoc-446;Beaune premier cru Clos des Avaux blanc;10
aoc-447;Beaune premier cru Clos des Avaux rouge;10
aoc-448;Beaune premier cru Clos des Ursules blanc;10
aoc-449;Beaune premier cru Clos des Ursules rouge;10
aoc-450;Beaune premier cru Clos du Roi blanc;10
aoc-451;Beaune premier cru Clos du Roi rouge;10
aoc-452;Beaune premier cru En Genet blanc;10
aoc-453;Beaune premier cru En Genet rouge;10
aoc-454;Beaune premier cru En l'Orme blanc;10
aoc-455;Beaune premier cru En l'Orme rouge;10
aoc-456;Beaune premier cru La Mignotte blanc;10
aoc-457;Beaune premier cru La Mignotte rouge;10
aoc-458;Beaune premier cru Le Bas des Teurons blanc;10
aoc-459;Beaune premier cru Le Bas des Teurons rouge;10
aoc-460;Beaune premier cru Le Clos des Mouches blanc;10
aoc-461;Beaune premier cru Le Clos des Mouches rouge;10
aoc-462;Beaune premier cru Les Aigrots blanc;10
aoc-463;Beaune premier cru Les Aigrots rouge;10
aoc-464;Beaune premier cru Les Avaux blanc;10
aoc-465;Beaune premier cru Les Avaux rouge;10
aoc-466;Beaune premier cru Les Boucherottes blanc;10
aoc-467;Beaune premier cru Les Boucherottes rouge;10
aoc-468;Beaune premier cru Les Bressandes blanc;10
aoc-469;Beaune premier cru Les Bressandes rouge;10
aoc-470;Beaune premier cru Les Cents Vignes blanc;10
aoc-471;Beaune premier cru Les Cents Vignes rouge;10
aoc-472;Beaune premier cru Les Chouacheux blanc;10
aoc-473;Beaune premier cru Les Chouacheux rouge;10
aoc-474;Beaune premier cru Les Epenotes blanc;10
aoc-475;Beaune premier cru Les Epenotes rouge;10
aoc-476;Beaune premier cru Les Feves blanc;10
aoc-477;Beaune premier cru Les Feves rouge;10
aoc-478;Beaune premier cru Les Greves blanc;10
aoc-479;Beaune premier cru Les Greves rouge;10
aoc-480;Beaune premier cru Les Marconnets blanc;10
aoc-481;Beaune premier cru Les Marconnets rouge;10
aoc-482;Beaune premier cru Les Montrevenots blanc;10
aoc-483;Beaune premier cru Les Montrevenots rouge;10
aoc-484;Beaune premier cru Les Perrieres blanc;10
aoc-485;Beaune premier cru Les Perrieres rouge;10
aoc-486;Beaune premier cru Les Reverses blanc;10
aoc-487;Beaune premier cru Les Reverses rouge;10
aoc-488;Beaune premier cru Les Sceaux blanc;10
aoc-489;Beaune premier cru Les Sceaux rouge;10
aoc-490;Beaune premier cru Les Seurey blanc;10
aoc-491;Beaune premier cru Les Seurey rouge;10
aoc-492;Beaune premier cru Les Sizies blanc;10
aoc-493;Beaune premier cru Les Sizies rouge;10
aoc-494;Beaune premier cru Les Teurons blanc;10
aoc-495;Beaune premier cru Les Teurons rouge;10
aoc-496;Beaune premier cru Les Toussaints blanc;10
aoc-497;Beaune premier cru Les Toussaints rouge;10
aoc-498;Beaune premier cru Les Tuvilains blanc;10
aoc-499;Beaune premier cru Les Tuvilains rouge;10
aoc-500;Beaune premier cru Les Vignes Franches blanc;10
aoc-501;Beaune premier cru Les Vignes Franches rouge;10
aoc-502;Beaune premier cru Montee Rouge blanc;10
aoc-503;Beaune premier cru Montee Rouge rouge;10
aoc-504;Beaune premier cru Pertuisots blanc;10
aoc-505;Beaune premier cru Pertuisots rouge;10
aoc-506;Beaune premier cru Sur les Greves blanc;10
aoc-507;Beaune premier cru Sur les Greves rouge;10
aoc-508;Beaune premier cru Sur les Greves - Clos Saint-Anne blanc;10
aoc-509;Beaune premier cru Sur les Greves - Clos Saint-Anne rouge;10
aoc-510;Beaune premier cru blanc;10
aoc-511;Beaune premier cru rouge;10
aoc-512;Bienvenues-Bâtard-Montrachet;10
aoc-513;Blagny ou Blagny Cote de Beaune;10
aoc-514;Blagny premier cru Hameau de Blagny;10
aoc-515;Blagny premier cru La Garenne ou sur la Garenne;10
aoc-516;Blagny premier cru La Jeunellotte;10
aoc-517;Blagny premier cru La Piece sous le Bois;10
aoc-518;Blagny premier cru Sous Blagny;10
aoc-519;Blagny premier cru Sous le Dos d'Ane;10
aoc-520;Blagny premier cru Sous le Puits;10
aoc-521;Blagny premier cru;10
aoc-522;Bonnes-Mares;10
aoc-523;Bourgogne Hautes Cotes de Beaune blanc;10
aoc-524;Bourgogne Hautes Cotes de Beaune clairet ou rose;10
aoc-525;Bourgogne Hautes Cotes de Beaune rouge;10
aoc-526;Bourgogne Hautes Cotes de Nuits blanc;10
aoc-527;Bourgogne Hautes Cotes de Nuits clairet ou rose;10
aoc-528;Bourgogne Hautes Cotes de Nuits rouge;10
aoc-529;Bourgogne Cote Chalonnaise blanc;10
aoc-530;Bourgogne Cote Chalonnaise clairet ou rose;10
aoc-531;Bourgogne Cote Chalonnaise rouge;10
aoc-532;Bourgogne Cotes d'Auxerre blanc;10
aoc-533;Bourgogne Cotes d'Auxerre clairet ou rose;10
aoc-534;Bourgogne Cotes d'Auxerre rouge;10
aoc-535;Bourgogne Chitry blanc;10
aoc-536;Bourgogne Chitry clairet ou rose;10
aoc-537;Bourgogne Chitry rouge;10
aoc-538;Bourgogne Coulanges-la-Vineuse blanc;10
aoc-539;Bourgogne Coulanges-la-Vineuse clairet ou rose;10
aoc-540;Bourgogne Coulanges-la-Vineuse rouge;10
aoc-541;Bourgogne Epineuil clairet ou rose;10
aoc-542;Bourgogne Epineuil rouge;10
aoc-543;Bourgogne La Chapelle Notre-Dame blanc;10
aoc-544;Bourgogne La Chapelle Notre-Dame clairet ou rose;10
aoc-545;Bourgogne La Chapelle Notre-Dame rouge;10
